codigo,descricao,cd_mun
3747,MURITIBA,2922300
3749,MUTUIPE,2922409
3751,NAZARE,2922508
3753,NILO PECANHA,2922607
3755,NOVA CANAA,2922706
3757,NOVA ITARANA,2922805
3759,NOVA SOURE,2922904
3761,NOVA VICOSA,2923001
3763,OLINDINA,2923100
3765,OLIVEIRA DOS BREJINHOS,2923209
3767,OURICANGAS,2923308
3769,PALMAS DE MONTE ALTO,2923407
3771,PALMEIRAS,2923506
3773,PARAMIRIM,2923605
3775,PARATINGA,2923704
3777,PARIPIRANGA,2923803
3779,PAU BRASIL,2923902
3781,PAULO AFONSO,2924009
3783,PEDRAO,2924108
3785,PEDRO ALEXANDRE,2924207
3787,PIATA,2924306
3789,PILAO ARCADO,2924405
3791,PINDAI,2924504
3793,PINDOBACU,2924603
3795,PIRIPA,2924702
3797,PIRITIBA,2924801
3799,PLANALTINO,2924900
3801,PLANALTO,2925006
3803,POCOES,2925105
3805,POJUCA,2925204
3807,PORTO SEGURO,2925303
3809,POTIRAGUA,2925402
3811,PRADO,2925501
3813,PRESIDENTE DUTRA,2925600
3815,PRESIDENTE JANIO QUADROS,2925709
3817,QUEIMADAS,2925808
3819,QUIJINGUE,2925907
3821,REMANSO,2926004
3823,RETIROLANDIA,2926103
3825,RIACHAO DAS NEVES,2926202
3827,RIACHAO DO JACUIPE,2926301
3829,RIACHO DE SANTANA,2926400
3831,RIBEIRA DO AMPARO,2926509
3833,RIBEIRA DO POMBAL,2926608
3835,RIO DE CONTAS,2926707
3837,RIO DO ANTONIO,2926806
3839,RIO DO PIRES,2926905
3841,RIO REAL,2927002
3843,RODELAS,2927101
3845,RUY BARBOSA,2927200
3847,SALINAS DA MARGARIDA,2927309
3849,SALVADOR,2927408
3851,SANTA BARBARA,2927507
3853,SANTA BRIGIDA,2927606
3855,SANTA CRUZ CABRALIA,2927705
3857,SANTA CRUZ DA VITORIA,2927804
3859,SANTA INES,2927903
3861,SANTALUZ,2928000
3863,SANTA MARIA DA VITORIA,2928109
3865,SANTANA,2928208
3867,SANTANOPOLIS,2928307
3869,SANTA TERESINHA,2928505
3871,SANTO AMARO,2928604
3873,SANTO ANTONIO DE JESUS,2928703
3875,SANTO ESTEVAO,2928802
3877,SAO DESIDERIO,2928901
3879,SAO FELIX,2929008
3881,SAO FELIPE,2929107
3883,SAO FRANCISCO DO CONDE,2929206
3885,SAO GONCALO DOS CAMPOS,2929305
3887,SAO MIGUEL DAS MATAS,2929404
3889,SAO SEBASTIAO DO PASSE,2929503
3891,SAPEACU,2929602
3893,SATIRO DIAS,2929701
3895,SAUDE,2929800
3897,SEABRA,2929909
3899,SEBASTIAO LARANJEIRAS,2930006
3901,SENHOR DO BONFIM,2930105
3903,SENTO SE,2930204
3905,SERRA DOURADA,2930303
3907,SERRA PRETA,2930402
3909,SERRINHA,2930501
3911,SERROLANDIA,2930600
3913,SIMOES FILHO,2930709
3915,SOUTO SOARES,2930808
3917,TABOCAS DO BREJO VELHO,2930907
3919,TANHACU,2931004
3921,TANQUINHO,2931103
3923,TAPEROA,2931202
3925,TAPIRAMUTA,2931301
3927,TEODORO SAMPAIO,2931400
3929,TEOFILANDIA,2931509
3931,TEOLANDIA,2931608
3933,TERRA NOVA,2931707
3935,TREMEDAL,2931806
3937,TUCANO,2931905
3939,UAUA,2932002
3941,UBAIRA,2932101
3943,UBAITABA,2932200
3945,UBATA,2932309
3947,UIBAI,2932408
3949,UNA,2932507
3951,URANDI,2932606
3953,URUCUCA,2932705
3955,UTINGA,2932804
3957,VALENCA,2932903
3959,VALENTE,2933000
3961,VARZEA DO POCO,2933109
3963,VERA CRUZ,2933208
3965,VITORIA DA CONQUISTA,2933307
3967,WAGNER,2933406
3969,WENCESLAU GUIMARAES,2933505
3971,XIQUE-XIQUE,2933604
3973,LAPAO,2919157
3975,MAETINGA,2919959
3977,MANSIDAO,2920452
3979,NORDESTINA,2922656
3981,PE DE SERRA,2924058
3983,PINTADAS,2924652
3985,RAFAEL JAMBEIRO,2925956
3987,SANTA LUZIA,2928059
3989,SAO GABRIEL,2929255
3991,TANQUE NOVO,2931053
3993,TEIXEIRA DE FREITAS,2931350
3995,VARZEA NOVA,2933158
3997,VARZEA DA ROCA,2933059
3999,WANDERLEY,2933455
4001,ABADIA DOS DOURADOS,3100104
4003,ABAETE,3100203
4005,ABRE CAMPO,3100302
4007,ACAIACA,3100401
4009,ACUCENA,3100500
4011,AGUA BOA,3100609
4013,AGUA COMPRIDA,3100708
4015,AGUANIL,3100807
4017,AGUAS FORMOSAS,3100906
4019,AGUAS VERMELHAS,3101003
4021,AIMORES,3101102
4023,AIURUOCA,3101201
4025,ALAGOA,3101300
4027,ALBERTINA,3101409
4029,ALEM PARAIBA,3101508
4031,ALFENAS,3101607
4033,ALMENARA,3101706
4035,ALPERCATA,3101805
4037,ALPINOPOLIS,3101904
4039,ALTEROSA,3102001
4041,ALTO RIO DOCE,3102100
4043,ALVARENGA,3102209
4045,ALVINOPOLIS,3102308
4047,ALVORADA DE MINAS,3102407
4049,AMPARO DA SERRA,3102506
4051,ANDRADAS,3102605
4053,CACHOEIRA DE PAJEU,3102704
4055,ANDRELANDIA,3102803
4057,ANTONIO CARLOS,3102902
4059,ANTONIO DIAS,3103009
4061,ANTONIO PRADO DE MINAS,3103108
4063,ARACAI,3103207
4065,ARACITABA,3103306
4067,ARACUAI,3103405
4069,ARAGUARI,3103504
4071,ARANTINA,3103603
4073,ARAPONGA,3103702
4075,ARAPUA,3103801
4077,ARAUJOS,3103900
4079,ARAXA,3104007
4081,ARCEBURGO,3104106
4083,ARCOS,3104205
4085,AREADO,3104304
4087,ARGIRITA,3104403
4089,ARINOS,3104502
4091,ASTOLFO DUTRA,3104601
4093,ATALEIA,3104700
4095,AUGUSTO DE LIMA,3104809
4097,BAEPENDI,3104908
4099,BALDIM,3105004
4101,BAMBUI,3105103
4103,BANDEIRA,3105202
4105,BANDEIRA DO SUL,3105301
4107,BARAO DE COCAIS,3105400
4109,BARAO DO MONTE ALTO,3105509
4111,BARBACENA,3105608
4113,BARRA LONGA,3105707
4115,TRES MARIAS,3169356
4117,BARROSO,3105905
4119,BELA VISTA DE MINAS,3106002
4121,BELMIRO BRAGA,3106101
4123,BELO HORIZONTE,3106200
4125,BELO ORIENTE,3106309
4127,BELO VALE,3106408
4129,BERILO,3106507
4131,BERTOPOLIS,3106606
4133,BETIM,3106705
4135,BIAS FORTES,3106804
4137,BICAS,3106903
4139,BIQUINHAS,3107000
4141,BOA ESPERANCA,3107109
4143,BOCAINA DE MINAS,3107208
4145,BOCAIUVA,3107307
4147,BOM DESPACHO,3107406
4149,BOM JARDIM DE MINAS,3107505
4151,BOM JESUS DA PENHA,3107604
4153,BOM JESUS DO AMPARO,3107703
4155,BOM JESUS DO GALHO,3107802
4157,BOM REPOUSO,3107901
4159,BOM SUCESSO,3108008
4161,BONFIM,3108107
4163,BONFINOPOLIS DE MINAS,3108206
4165,BORDA DA MATA,3108305
4167,BOTELHOS,3108404
4169,BOTUMIRIM,3108503
4171,BRASILIA DE MINAS,3108602
4173,BRAS PIRES,3108701
4175,BRAUNAS,3108800
4177,BRASOPOLIS,3108909
4179,BRUMADINHO,3109006
4181,BUENO BRANDAO,3109105
4183,BUENOPOLIS,3109204
4185,BURITIS,3109303
4187,BURITIZEIRO,3109402
4189,CABO VERDE,3109501
4191,CACHOEIRA DA PRATA,3109600
4193,CACHOEIRA DE MINAS,3109709
4195,CACHOEIRA DOURADA,3109808
4197,CAETANOPOLIS,3109907
4199,CAETE,3110004
4201,CAIANA,3110103
4203,CAJURI,3110202
4205,CALDAS,3110301
4207,CAMACHO,3110400
4209,CAMANDUCAIA,3110509
4211,CAMBUI,3110608
4213,CAMBUQUIRA,3110707
4215,CAMPANARIO,3110806
4217,CAMPANHA,3110905
4219,CAMPESTRE,3111002
4221,CAMPINA VERDE,3111101
4223,CAMPO BELO,3111200
4225,CAMPO DO MEIO,3111309
4227,CAMPO FLORIDO,3111408
4229,CAMPOS ALTOS,3111507
4231,CAMPOS GERAIS,3111606
4233,CANAA,3111705
4235,CANAPOLIS,3111804
4237,CANA VERDE,3111903
4239,CANDEIAS,3112000
4241,CAPARAO,3112109
4243,CAPELA NOVA,3112208
4245,CAPELINHA,3112307
4247,CAPETINGA,3112406
4249,CAPIM BRANCO,3112505
4251,CAPINOPOLIS,3112604
4253,CAPITAO ENEAS,3112703
4255,CAPITOLIO,3112802
4257,CAPUTIRA,3112901
4259,CARAI,3113008
4261,CARANAIBA,3113107
4263,CARANDAI,3113206
4265,CARANGOLA,3113305
4267,CARATINGA,3113404
4269,CARBONITA,3113503
4271,CAREACU,3113602
4273,CARLOS CHAGAS,3113701
4275,CARMESIA,3113800
4277,CARMO DA CACHOEIRA,3113909
4279,CARMO DA MATA,3114006
4281,CARMO DE MINAS,3114105
4283,CARMO DO CAJURU,3114204
4285,CARMO DO PARANAIBA,3114303
4287,CARMO DO RIO CLARO,3114402
4289,CARMOPOLIS DE MINAS,3114501
4291,CARRANCAS,3114600
4293,CARVALHOPOLIS,3114709
4295,CARVALHOS,3114808
4297,CASA GRANDE,3114907
4299,CASCALHO RICO,3115003
4301,CASSIA,3115102
4303,CONCEICAO DA BARRA DE MINAS,3115201
4305,CATAGUASES,3115300
4307,CATAS ALTAS DA NORUEGA,3115409
4309,CAXAMBU,3115508
4311,CEDRO DO ABAETE,3115607
4313,CENTRAL DE MINAS,3115706
4315,CENTRALINA,3115805
4317,CHACARA,3115904
4319,CHALE,3116001
4321,CHAPADA DO NORTE,3116100
4323,CHIADOR,3116209
4325,CIPOTANEA,3116308
4327,CLARAVAL,3116407
4329,CLARO DOS POCOES,3116506
4331,CLAUDIO,3116605
4333,COIMBRA,3116704
4335,COLUNA,3116803
4337,COMENDADOR GOMES,3116902
4339,COMERCINHO,3117009
4341,CONCEICAO DA APARECIDA,3117108
4343,CONCEICAO DAS PEDRAS,3117207
4345,CONCEICAO DAS ALAGOAS,3117306
4347,CONCEICAO DE IPANEMA,3117405
4349,CONCEICAO DO MATO DENTRO,3117504
4351,CONCEICAO DO PARA,3117603
4353,CONCEICAO DO RIO VERDE,3117702
4355,CONCEICAO DOS OUROS,3117801
4357,CONGONHAL,3117900
4359,CONGONHAS,3118007
4361,CONGONHAS DO NORTE,3118106
4363,CONQUISTA,3118205
4365,CONSELHEIRO LAFAIETE,3118304
4367,CONSELHEIRO PENA,3118403
4369,CONSOLACAO,3118502
4371,CONTAGEM,3118601
4373,COQUEIRAL,3118700
4375,CORACAO DE JESUS,3118809
4377,CORDISBURGO,3118908
4379,CORDISLANDIA,3119005
4381,CORINTO,3119104
4383,COROACI,3119203
4385,COROMANDEL,3119302
4387,CORONEL FABRICIANO,3119401
4389,CORONEL MURTA,3119500
4391,CORONEL PACHECO,3119609
4393,CORONEL XAVIER CHAVES,3119708
4395,CORREGO DANTA,3119807
4397,CORREGO DO BOM JESUS,3119906
4399,CORREGO NOVO,3120003
4401,COUTO DE MAGALHAES DE MINAS,3120102
4403,CRISTAIS,3120201
4405,CRISTALIA,3120300
4407,CRISTIANO OTONI,3120409
4409,CRISTINA,3120508
4411,CRUCILANDIA,3120607
4413,CRUZEIRO DA FORTALEZA,3120706
4415,CRUZILIA,3120805
4417,CURVELO,3120904
4419,DATAS,3121001
4421,DELFIM MOREIRA,3121100
4423,DELFINOPOLIS,3121209
4425,DESCOBERTO,3121308
4427,DESTERRO DE ENTRE RIOS,3121407
4429,DESTERRO DO MELO,3121506
4431,DIAMANTINA,3121605
4433,DIOGO DE VASCONCELOS,3121704
4435,DIONISIO,3121803
4437,DIVINESIA,3121902
4439,DIVINO,3122009
4441,DIVINO DAS LARANJEIRAS,3122108
4443,DIVINOLANDIA DE MINAS,3122207
4445,DIVINOPOLIS,3122306
4447,DIVISA NOVA,3122405
4449,DOM CAVATI,3122504
4451,DOM JOAQUIM,3122603
4453,DOM SILVERIO,3122702
4455,DOM VICOSO,3122801
4457,DONA EUZEBIA,3122900
4459,DORES DE CAMPOS,3123007
4461,DORES DE GUANHAES,3123106
4463,DORES DO INDAIA,3123205
4465,DORES DO TURVO,3123304
4467,DORESOPOLIS,3123403
4469,DOURADOQUARA,3123502
4471,ELOI MENDES,3123601
4473,ENGENHEIRO CALDAS,3123700
4475,ENGENHEIRO NAVARRO,3123809
4477,ENTRE RIOS DE MINAS,3123908
4479,ERVALIA,3124005
4481,ESMERALDAS,3124104
4483,ESPERA FELIZ,3124203
4485,ESPINOSA,3124302
4487,ESPIRITO SANTO DO DOURADO,3124401
4489,ESTIVA,3124500
4491,ESTRELA DALVA,3124609
4493,ESTRELA DO INDAIA,3124708
4495,ESTRELA DO SUL,3124807
4497,EUGENOPOLIS,3124906
4499,EWBANK DA CAMARA,3125002
4501,EXTREMA,3125101
4503,FAMA,3125200
4505,FARIA LEMOS,3125309
4507,FELICIO DOS SANTOS,3125408
4509,SAO GONCALO DO RIO PRETO,3125507
4511,FELISBURGO,3125606
4513,FELIXLANDIA,3125705
4515,FERNANDES TOURINHO,3125804
4517,FERROS,3125903
4519,FLORESTAL,3126000
4521,FORMIGA,3126109
4523,FORMOSO,3126208
4525,FORTALEZA DE MINAS,3126307
4527,FORTUNA DE MINAS,3126406
4529,FRANCISCO BADARO,3126505
4531,FRANCISCO DUMONT,3126604
4533,FRANCISCO SA,3126703
4535,FREI GASPAR,3126802
4537,FREI INOCENCIO,3126901
4539,FRONTEIRA,3127008
4541,FRUTAL,3127107
4543,FUNILANDIA,3127206
4545,GALILEIA,3127305
4547,GONCALVES,3127404
4549,GONZAGA,3127503
4551,GOUVEIA,3127602
4553,GOVERNADOR VALADARES,3127701
4555,GRAO MOGOL,3127800
4557,GRUPIARA,3127909
4559,GUANHAES,3128006
4561,GUAPE,3128105
4563,GUARACIABA,3128204
4565,GUARANESIA,3128303
4567,GUARANI,3128402
4569,GUARARA,3128501
4571,GUARDA-MOR,3128600
4573,GUAXUPE,3128709
4575,GUIDOVAL,3128808
4577,GUIMARANIA,3128907
4579,GUIRICEMA,3129004
4581,GURINHATA,3129103
4583,HELIODORA,3129202
4585,IAPU,3129301
4587,IBERTIOGA,3129400
4589,IBIA,3129509
4591,IBIAI,3129608
4593,IBIRACI,3129707
4595,IBIRITE,3129806
4597,IBITIURA DE MINAS,3129905
4599,IBITURUNA,3130002
4601,IGARAPE,3130101
4603,IGARATINGA,3130200
4605,IGUATAMA,3130309
4607,IJACI,3130408
4609,ILICINEA,3130507
4611,INCONFIDENTES,3130606
4613,INDIANOPOLIS,3130705
4615,INGAI,3130804
4617,INHAPIM,3130903
4619,INHAUMA,3131000
4621,INIMUTABA,3131109
4623,IPANEMA,3131208
4625,IPATINGA,3131307
4627,IPIACU,3131406
4629,IPUIUNA,3131505
4631,IRAI DE MINAS,3131604
4633,ITABIRA,3131703
4635,ITABIRINHA,3131802
4637,ITABIRITO,3131901
4639,ITACAMBIRA,3132008
4641,ITACARAMBI,3132107
4643,ITAGUARA,3132206
4645,ITAIPE,3132305
4647,ITAJUBA,3132404
4649,ITAMARANDIBA,3132503
4651,ITAMARATI DE MINAS,3132602
4653,ITAMBACURI,3132701
4655,ITAMBE DO MATO DENTRO,3132800
4657,ITAMOGI,3132909
4659,ITAMONTE,3133006
4661,ITANHANDU,3133105
4663,ITANHOMI,3133204
4665,ITAOBIM,3133303
4667,ITAPAGIPE,3133402
4669,ITAPECERICA,3133501
4671,ITAPEVA,3133600
4673,ITATIAIUCU,3133709
4675,ITAUNA,3133808
4677,ITAVERAVA,3133907
4679,ITINGA,3134004
4681,ITUETA,3134103
4683,ITUIUTABA,3134202
4685,ITUMIRIM,3134301
4687,ITURAMA,3134400
4689,ITUTINGA,3134509
4691,JABOTICATUBAS,3134608
4693,JACINTO,3134707
4695,JACUI,3134806
4697,JACUTINGA,3134905
4699,JAGUARACU,3135001
4701,JANAUBA,3135100
4703,JANUARIA,3135209
4705,JAPARAIBA,3135308
4707,JECEABA,3135407
4709,JEQUERI,3135506
4711,JEQUITAI,3135605
4713,JEQUITIBA,3135704
4715,JEQUITINHONHA,3135803
4717,JESUANIA,3135902
4719,JOAIMA,3136009
4721,JOANESIA,3136108
4723,JOAO MONLEVADE,3136207
4725,JOAO PINHEIRO,3136306
4727,JOAQUIM FELICIO,3136405
4729,JORDANIA,3136504
4731,NOVA UNIAO,3136603
4733,JUIZ DE FORA,3136702
4735,JURAMENTO,3136801
4737,JURUAIA,3136900
4739,LADAINHA,3137007
4741,LAGAMAR,3137106
4743,LAGOA DA PRATA,3137205
4745,LAGOA DOS PATOS,3137304
4747,LAGOA DOURADA,3137403
4749,LAGOA FORMOSA,3137502
4751,LAGOA SANTA,3137601
4753,LAJINHA,3137700
4755,LAMBARI,3137809
4757,LAMIM,3137908
4759,LARANJAL,3138005
4761,LASSANCE,3138104
4763,LAVRAS,3138203
4765,LEANDRO FERREIRA,3138302
4767,LEOPOLDINA,3138401
4769,LIBERDADE,3138500
4771,LIMA DUARTE,3138609
4773,LUMINARIAS,3138708
4775,LUZ,3138807
4777,MACHACALIS,3138906
4779,MACHADO,3139003
4781,MADRE DE DEUS DE MINAS,3139102
4783,MALACACHETA,3139201
4785,MANGA,3139300
4787,MANHUACU,3139409
4789,MANHUMIRIM,3139508
4791,MANTENA,3139607
4793,MARAVILHAS,3139706
4795,MAR DE ESPANHA,3139805
4797,MARIA DA FE,3139904
4799,MARIANA,3140001
4801,MARILAC,3140100
4803,MARIPA DE MINAS,3140209
4805,MARLIERIA,3140308
4807,MARMELOPOLIS,3140407
4809,MARTINHO CAMPOS,3140506
4811,MATERLANDIA,3140605
4813,MATEUS LEME,3140704
4815,MATIAS BARBOSA,3140803
4817,MATIPO,3140902
4819,MATO VERDE,3141009
4821,MATOZINHOS,3141108
4823,MATUTINA,3141207
4825,MEDEIROS,3141306
4827,MEDINA,3141405
4829,MENDES PIMENTEL,3141504
4831,MERCES,3141603
4833,MESQUITA,3141702
4835,MINAS NOVAS,3141801
4837,MINDURI,3141900
4839,MIRABELA,3142007
4841,MIRADOURO,3142106
4843,MIRAI,3142205
4845,MOEDA,3142304
4847,MOEMA,3142403
4849,MONJOLOS,3142502
4851,MONSENHOR PAULO,3142601
4853,MONTALVANIA,3142700
4855,MONTE ALEGRE DE MINAS,3142809
4857,MONTE AZUL,3142908
4859,MONTE BELO,3143005
4861,MONTE CARMELO,3143104
4863,MONTE SANTO DE MINAS,3143203
4865,MONTES CLAROS,3143302
4867,MONTE SIAO,3143401
4869,MORADA NOVA DE MINAS,3143500
4871,MORRO DA GARCA,3143609
4873,MORRO DO PILAR,3143708
4875,MUNHOZ,3143807
4877,MURIAE,3143906
4879,MUTUM,3144003
4881,MUZAMBINHO,3144102
4883,NACIP RAYDAN,3144201
4885,NANUQUE,3144300
4887,NATERCIA,3144409
4889,NAZARENO,3144508
4891,NEPOMUCENO,3144607
4893,NOVA ERA,3144706
4895,NOVA LIMA,3144805
4897,NOVA MODICA,3144904
4899,NOVA PONTE,3145000
4901,NOVA RESENDE,3145109
4903,NOVA SERRANA,3145208
4905,NOVO CRUZEIRO,3145307
4907,OLARIA,3145406
4909,OLIMPIO NORONHA,3145505
4911,OLIVEIRA,3145604
4913,OLIVEIRA FORTES,3145703
4915,ONCA DE PITANGUI,3145802
4917,OURO BRANCO,3145901
4919,OURO FINO,3146008
4921,OURO PRETO,3146107
4923,OURO VERDE DE MINAS,3146206
4925,PADRE PARAISO,3146305
4927,PAINEIRAS,3146404
4929,PAINS,3146503
4931,PAIVA,3146602
4933,PALMA,3146701
4935,FRONTEIRA DOS VALES,3127057
4937,PAPAGAIOS,3146909
4939,PARACATU,3147006
4941,PARA DE MINAS,3147105
4943,PARAGUACU,3147204
4945,PARAISOPOLIS,3147303
4947,PARAOPEBA,3147402
4949,PASSABEM,3147501
4951,PASSA QUATRO,3147600
4953,PASSA TEMPO,3147709
4955,PASSA VINTE,3147808
4957,PASSOS,3147907
4959,PATOS DE MINAS,3148004
4961,PATROCINIO,3148103
4963,PATROCINIO DO MURIAE,3148202
4965,PAULA CANDIDO,3148301
4967,PAULISTAS,3148400
4969,PAVAO,3148509
4971,PECANHA,3148608
4973,PEDRA AZUL,3148707
4975,PEDRA DO ANTA,3148806
4977,PEDRA DO INDAIA,3148905
4979,PEDRA DOURADA,3149002
4981,PEDRALVA,3149101
4983,PEDRINOPOLIS,3149200
4985,PEDRO LEOPOLDO,3149309
4987,PEDRO TEIXEIRA,3149408
4989,PEQUERI,3149507
4991,PEQUI,3149606
4993,PERDIGAO,3149705
4995,PERDIZES,3149804
4997,PERDOES,3149903
4999,PESCADOR,3150000
5001,PIAU,3150109
5003,PIEDADE DE PONTE NOVA,3150208
5005,PIEDADE DO RIO GRANDE,3150307
5007,PIEDADE DOS GERAIS,3150406
5009,PIMENTA,3150505
5011,PIRACEMA,3150604
5013,PIRAJUBA,3150703
5015,PIRANGA,3150802
5017,PIRANGUCU,3150901
5019,PIRANGUINHO,3151008
5021,PIRAPETINGA,3151107
5023,PIRAPORA,3151206
5025,PIRAUBA,3151305
5027,PITANGUI,3151404
5029,PIUMHI,3151503
5031,PLANURA,3151602
5033,POCO FUNDO,3151701
5035,POCOS DE CALDAS,3151800
5037,POCRANE,3151909
5039,POMPEU,3152006
5041,PONTE NOVA,3152105
5043,PORTEIRINHA,3152204
5045,PORTO FIRME,3152303
5047,POTE,3152402
5049,POUSO ALEGRE,3152501
5051,POUSO ALTO,3152600
5053,PRADOS,3152709
5055,PRATA,3152808
5057,PRATAPOLIS,3152907
5059,PRATINHA,3153004
5061,PRESIDENTE BERNARDES,3153103
5063,PRESIDENTE JUSCELINO,3153202
5065,PRESIDENTE KUBITSCHEK,3153301
5067,PRESIDENTE OLEGARIO,3153400
5069,ALTO JEQUITIBA,3153509
5071,PRUDENTE DE MORAIS,3153608
5073,QUARTEL GERAL,3153707
5075,QUELUZITO,3153806
5077,RAPOSOS,3153905
5079,RAUL SOARES,3154002
5081,RECREIO,3154101
5083,RESENDE COSTA,3154200
5085,RESPLENDOR,3154309
5087,RESSAQUINHA,3154408
5089,RIACHO DOS MACHADOS,3154507
5091,RIBEIRAO DAS NEVES,3154606
5093,RIBEIRAO VERMELHO,3154705
5095,RIO ACIMA,3154804
5097,RIO CASCA,3154903
5099,RIO DOCE,3155009
5101,RIO DO PRADO,3155108
5103,RIO ESPERA,3155207
5105,RIO MANSO,3155306
5107,RIO NOVO,3155405
5109,RIO PARANAIBA,3155504
5111,RIO PARDO DE MINAS,3155603
5113,RIO PIRACICABA,3155702
5115,RIO POMBA,3155801
5117,RIO PRETO,3155900
5119,RIO VERMELHO,3156007
5121,RITAPOLIS,3156106
5123,ROCHEDO DE MINAS,3156205
5125,RODEIRO,3156304
5127,ROMARIA,3156403
5129,RUBELITA,3156502
5131,RUBIM,3156601
5133,SABARA,3156700
5135,SABINOPOLIS,3156809
5137,SACRAMENTO,3156908
5139,SALINAS,3157005
5141,SALTO DA DIVISA,3157104
5143,SANTA BARBARA,3157203
5145,SANTA BARBARA DO TUGURIO,3157302
5147,SANTA CRUZ DO ESCALVADO,3157401
5149,SANTA EFIGENIA DE MINAS,3157500
5151,SANTA FE DE MINAS,3157609
5153,SANTA JULIANA,3157708
5155,SANTA LUZIA,3157807
5157,SANTA MARGARIDA,3157906
5159,SANTA MARIA DE ITABIRA,3158003
5161,SANTA MARIA DO SALTO,3158102
5163,SANTA MARIA DO SUACUI,3158201
5165,SANTANA DA VARGEM,3158300
5167,SANTANA DE CATAGUASES,3158409
5169,SANTANA DE PIRAPAMA,3158508
5171,SANTANA DO DESERTO,3158607
5173,SANTANA DO GARAMBEU,3158706
5175,SANTANA DO JACARE,3158805
5177,SANTANA DO MANHUACU,3158904
5179,SANTANA DO RIACHO,3159001
5181,SANTANA DOS MONTES,3159100
5183,SANTA RITA DE CALDAS,3159209
5185,SANTA RITA DE JACUTINGA,3159308
5187,SANTA RITA DE IBITIPOCA,3159407
5189,SANTA RITA DO ITUETO,3159506
5191,SANTA RITA DO SAPUCAI,3159605
5193,SANTA ROSA DA SERRA,3159704
5195,SANTA VITORIA,3159803
5197,SANTO ANTONIO DO AMPARO,3159902
5199,SANTO ANTONIO DO AVENTUREIRO,3160009
5201,SANTO ANTONIO DO GRAMA,3160108
5203,SANTO ANTONIO DO ITAMBE,3160207
5205,SANTO ANTONIO DO JACINTO,3160306
5207,SANTO ANTONIO DO MONTE,3160405
5209,SANTO ANTONIO DO RIO ABAIXO,3160504
5211,SANTO HIPOLITO,3160603
5213,SANTOS DUMONT,3160702
5215,SAO BENTO ABADE,3160801
5217,SAO BRAS DO SUACUI,3160900
5219,SAO DOMINGOS DO PRATA,3161007
5221,SAO FRANCISCO,3161106
5223,SAO FRANCISCO DE PAULA,3161205
5225,SAO FRANCISCO DE SALES,3161304
5227,SAO FRANCISCO DO GLORIA,3161403
5229,SAO GERALDO,3161502
5231,SAO GERALDO DA PIEDADE,3161601
5233,SAO GONCALO DO ABAETE,3161700
5235,SAO GONCALO DO PARA,3161809
5237,SAO GONCALO DO RIO ABAIXO,3161908
5239,SAO GONCALO DO SAPUCAI,3162005
5241,SAO GOTARDO,3162104
5243,SAO JOAO BATISTA DO GLORIA,3162203
5245,SAO JOAO DA MATA,3162302
5247,SAO JOAO DA PONTE,3162401
5249,SAO JOAO DEL REI,3162500
5251,SAO JOAO DO ORIENTE,3162609
5253,SAO JOAO DO PARAISO,3162708
5255,SAO JOAO EVANGELISTA,3162807
5257,SAO JOAO NEPOMUCENO,3162906
5259,SAO JOSE DA SAFIRA,3163003
5261,SAO JOSE DA VARGINHA,3163102
5263,SAO JOSE DO ALEGRE,3163201
5265,SAO JOSE DO DIVINO,3163300
5267,SAO JOSE DO GOIABAL,3163409
5269,SAO JOSE DO JACURI,3163508
5271,SAO JOSE DO MANTIMENTO,3163607
5273,SAO LOURENCO,3163706
5275,SAO MIGUEL DO ANTA,3163805
5277,SAO PEDRO DA UNIAO,3163904
5279,SAO PEDRO DOS FERROS,3164001
5281,SAO PEDRO DO SUACUI,3164100
5283,SAO ROMAO,3164209
5285,SAO ROQUE DE MINAS,3164308
5287,SAO SEBASTIAO DA BELA VISTA,3164407
5289,SAO SEBASTIAO DO MARANHAO,3164506
5291,SAO SEBASTIAO DO OESTE,3164605
5293,SAO SEBASTIAO DO PARAISO,3164704
5295,SAO SEBASTIAO DO RIO PRETO,3164803
5297,SAO SEBASTIAO DO RIO VERDE,3164902
5299,SAO TIAGO,3165008
5301,SAO TOMAS DE AQUINO,3165107
5303,SAO TOME DAS LETRAS,3165206
5305,SAO VICENTE DE MINAS,3165305
5307,SAPUCAI-MIRIM,3165404
5309,SARDOA,3165503
5311,SENADOR CORTES,3165602
5313,SENADOR FIRMINO,3165701
5315,SENADOR JOSE BENTO,3165800
5317,SENADOR MODESTINO GONCALVES,3165909
5319,SENHORA DE OLIVEIRA,3166006
5321,SENHORA DO PORTO,3166105
5323,SENHORA DOS REMEDIOS,3166204
5325,SERICITA,3166303
5327,SERITINGA,3166402
5329,SERRA AZUL DE MINAS,3166501
5331,SERRA DA SAUDADE,3166600
5333,SERRA DOS AIMORES,3166709
5335,SERRA DO SALITRE,3166808
5337,SERRANIA,3166907
5339,SERRANOS,3167004
5341,SERRO,3167103
5343,SETE LAGOAS,3167202
5345,SILVEIRANIA,3167301
5347,SILVIANOPOLIS,3167400
5349,SIMAO PEREIRA,3167509
5351,SIMONESIA,3167608
5353,SOBRALIA,3167707
5355,SOLEDADE DE MINAS,3167806
5357,TABULEIRO,3167905
5359,TAIOBEIRAS,3168002
5361,TAPIRA,3168101
5363,TAPIRAI,3168200
5365,TAQUARACU DE MINAS,3168309
5367,TARUMIRIM,3168408
5369,TEIXEIRAS,3168507
