codigo,descricao,cd_mun
809,JOAO LISBOA,2105500
810,PAULISTANIA,3536570
811,JOSELANDIA,2105609
812,PRACINHA,3540853
813,LAGO DA PEDRA,2105708
814,PRATANIA,3541059
815,LAGO DO JUNCO,2105807
816,QUADRA,3541653
817,LAGO VERDE,2105906
818,RIBEIRAO DOS INDIOS,3543238
819,LIMA CAMPOS,2106003
820,SANTA CRUZ DA ESPERANCA,3546256
821,LORETO,2106102
822,SANTA SALETE,3547650
823,LUIS DOMINGUES,2106201
824,TAQUARAL,3553658
825,MAGALHAES DE ALMEIDA,2106300
826,TRABIJU,3554755
827,MATA ROMA,2106409
828,VITORIA BRASIL,3556958
829,MATINHA,2106508
830,ARAPUA,4101655
831,MATOES,2106607
832,ARIRANHA DO IVAI,4101853
833,MIRADOR,2106706
834,BELA VISTA DA CAROBA,4102752
835,MIRINZAL,2106805
836,BOA VENTURA DE SAO ROQUE,4103040
837,MONCAO,2106904
838,BOM JESUS DO SUL,4103156
839,MONTES ALTOS,2107001
840,CAMPINA DO SIMAO,4103958
841,MORROS,2107100
842,CAMPO MAGRO,4104253
843,NINA RODRIGUES,2107209
844,CARAMBEI,4104659
845,NOVA IORQUE,2107308
846,CORONEL DOMINGOS SOARES,4106456
847,OLHO D'AGUA DAS CUNHAS,2107407
848,CRUZMALTINA,4106852
849,PACO DO LUMIAR,2107506
850,ESPERANCA NOVA,4107520
851,PALMEIRANDIA,2107605
852,ESPIGAO ALTO DO IGUACU,4107546
853,PARAIBANO,2107704
854,FERNANDES PINHEIRO,4107736
855,PARNARAMA,2107803
856,FOZ DO JORDAO,4108452
857,PASSAGEM FRANCA,2107902
858,GOIOXIM,4108650
859,PASTOS BONS,2108009
860,GUAMIRANGA,4108957
861,PEDREIRAS,2108207
862,IMBAU,4110078
863,PENALVA,2108306
864,MANFRINOPOLIS,4114351
865,PERI MIRIM,2108405
866,MARQUINHO,4115457
867,PINDARE MIRIM,2108504
868,PEROBAL,4118857
869,PINHEIRO,2108603
870,PONTAL DO PARANA,4119954
871,PIO XII,2108702
872,PORTO BARREIRO,4120150
873,PIRAPEMAS,2108801
874,PRADO FERREIRA,4120333
875,POCAO DE PEDRAS,2108900
876,QUARTO CENTENARIO,4120655
877,PORTO FRANCO,2109007
878,RESERVA DO IGUACU,4121752
879,PRESIDENTE DUTRA,2109106
880,RIO BRANCO DO IVAI,4122172
881,PRESIDENTE JUSCELINO,2109205
882,SERRANOPOLIS DO IGUACU,4126355
883,PRESIDENTE VARGAS,2109304
884,TAMARANA,4126678
885,PRIMEIRA CRUZ,2109403
886,ALTO BELA VISTA,4200754
887,RIACHAO,2109502
888,BALNEARIO ARROIO DO SILVA,4201950
889,SAO JOSE DE RIBAMAR,2111201
890,BALNEARIO GAIVOTA,4202073
891,ROSARIO,2109601
892,BANDEIRANTE,4202081
893,SAMBAIBA,2109700
894,BARRA BONITA,4202099
895,SANTA HELENA,2109809
896,BELA VISTA DO TOLDO,4202131
897,SANTA LUZIA,2110005
898,BOCAINA DO SUL,4202438
899,SANTA QUITERIA DO MARANHAO,2110104
900,BOM JESUS,4202537
901,SANTA RITA,2110203
902,BOM JESUS DO OESTE,4202578
903,SANTO ANTONIO DOS LOPES,2110302
904,BRUNOPOLIS,4202875
905,SAO BENEDITO DO RIO PRETO,2110401
906,CAPAO ALTO,4203253
907,SAO BENTO,2110500
908,CHAPADAO DO LAGEADO,4204194
909,SAO BERNARDO,2110609
910,CUNHATAI,4204756
911,SAO DOMINGOS DO MARANHAO,2110708
912,ENTRE RIOS,4205175
913,SAO FELIX DE BALSAS,2110807
914,ERMO,4205191
915,SAO FRANCISCO DO MARANHAO,2110906
916,FLOR DO SERTAO,4205357
917,SAO JOAO BATISTA,2111003
918,FREI ROGERIO,4205555
919,SAO JOAO DOS PATOS,2111102
920,IBIAM,4206751
921,SAO LUIS,2111300
922,IOMERE,4207577
923,SAO MATEUS DO MARANHAO,2111508
924,JUPIA,4209177
925,SAO RAIMUNDO DAS MANGABEIRAS,2111607
926,LUZERNA,4210035
927,SAO VICENTE FERRER,2111706
928,PAIAL,4211876
929,SITIO NOVO,2111805
930,PAINEL,4211892
931,SUCUPIRA DO NORTE,2111904
932,PALMEIRA,4212056
933,TASSO FRAGOSO,2112001
934,PRINCESA,4214151
935,TIMBIRAS,2112100
936,SALTINHO,4215356
937,TIMON,2112209
938,SANTA TEREZINHA DO PROGRESSO,4215687
939,TUNTUM,2112308
940,SANTIAGO DO SUL,4215695
941,TURIACU,2112407
942,SAO BERNARDINO,4215752
943,TUTOIA,2112506
944,SAO PEDRO DE ALCANTARA,4217253
945,URBANO SANTOS,2112605
946,TIGRINHOS,4217956
947,VARGEM GRANDE,2112704
948,TREVISO,4218350
949,VIANA,2112803
950,ZORTEA,4219853
951,VITORIA DO MEARIM,2112902
952,ARARICA,4300877
953,VITORINO FREIRE,2113009
954,BALNEARIO PINHAL,4301636
955,BOM JARDIM,2102002
956,BARRA DO QUARAI,4301875
957,SANTA INES,2109908
958,BENJAMIN CONSTANT DO SUL,4302055
959,PAULO RAMOS,2108108
960,BOA VISTA DO SUL,4302253
961,ACAILANDIA,2100055
962,CAPIVARI DO SUL,4304671
963,ESTREITO,2104057
964,CARAA,4304713
965,CAREIRO DA VARZEA,1301159
966,CERRITO,4305124
967,GUAJARA,1301654
968,CHUI,4305439
969,APUI,1300144
970,CHUVISCA,4305447
971,TEOTONIO VILELA,2709152
972,CRISTAL DO SUL,4306072
973,FORQUILHINHA,4205456
974,DILERMANDO DE AGUIAR,4306379
975,THEOBROMA,1101609
976,DOM PEDRO DE ALCANTARA,4306551
977,URUPA,1101708
978,DOUTOR RICARDO,4306759
979,VALE DO PARAISO,1101807
980,ESPERANCA DO SUL,4307450
981,CORUMBIARA,1100072
982,ESTRELA VELHA,4307815
983,CATUNDA,2303659
984,FAZENDA VILANOVA,4308078
985,JIJOCA DE JERICOACOARA,2307254
986,FLORIANO PEIXOTO,4308250
987,FORTIM,2304459
988,HERVEIRAS,4309571
989,ARARENDA,2301257
990,ITAARA,4310538
991,ITAITINGA,2306256
992,JARI,4311130
993,CHORO,2303931
994,MACAMBARA,4311718
995,COIVARAS,2202737
996,MAMPITUBA,4311734
997,JARDIM DO MULATO,2205250
998,MARQUES DE SOUZA,4312054
999,LAGOA ALEGRE,2205557
1000,MONTE ALEGRE DOS CAMPOS,4312377
1001,AGRICOLANDIA,2200103
1002,MUITOS CAPOES,4312617
1003,AGUA BRANCA,2200202
1004,NOVA CANDELARIA,4313011
1005,ALTO LONGA,2200301
1006,NOVA RAMADA,4313334
1007,ALTOS,2200400
1008,NOVO CABRAIS,4313391
1009,AMARANTE,2200509
1010,PASSA SETE,4314068
1011,ANGICAL DO PIAUI,2200608
1012,SENADOR SALGADO FILHO,4320321
1013,ANISIO DE ABREU,2200707
1014,SETE DE SETEMBRO,4320578
1015,ANTONIO ALMEIDA,2200806
1016,TABAI,4320859
1017,AROAZES,2200905
1018,TOROPI,4321493
1019,ARRAIAL,2201002
1020,TURUCU,4322327
1021,AVELINO LOPES,2201101
1022,UBIRETAMA,4322343
1023,BARRAS,2201200
1024,UNISTALDA,4322376
1025,BARREIRAS DO PIAUI,2201309
1026,VALE VERDE,4322525
1027,BARRO DURO,2201408
1028,VESPASIANO CORREA,4322855
1029,BATALHA,2201507
1030,VILA LANGARO,4323358
1031,BENEDITINOS,2201606
1032,CAMPOS DE JULIO,5102686
1033,BERTOLINIA,2201705
1034,CARLINDA,5102793
1035,BOCAINA,2201804
1036,FELIZ NATAL,5103700
1037,BOM JESUS,2201903
1038,GAUCHA DO NORTE,5103858
1039,BURITI DOS LOPES,2202000
1040,NOVA LACERDA,5106182
1041,CAMPINAS DO PIAUI,2202109
1042,NOVA UBIRATA,5106240
1043,CAMPO MAIOR,2202208
1044,NOVO MUNDO,5106265
1045,CANTO DO BURITI,2202307
1046,SAPEZAL,5107875
1047,CAPITAO DE CAMPOS,2202406
1048,UNIAO DO SUL,5108303
1049,CARACOL,2202505
1050,ABADIA DE GOIAS,5200050
1051,CASTELO DO PIAUI,2202604
1052,AGUAS LINDAS DE GOIAS,5200258
1053,COCAL,2202703
1054,AMARALINA,5200829
1055,CONCEICAO DO CANINDE,2202802
1056,BONOPOLIS,5203575
1057,CORRENTE,2202901
1058,NOVO GAMA,5215231
1059,CRISTALANDIA DO PIAUI,2203008
1060,PORTEIRAO,5218052
1061,CRISTINO CASTRO,2203107
1062,SANTA RITA DO NOVO DESTINO,5219456
1063,CURIMATA,2203206
1064,SAO PATRICIO,5220280
1065,DEMERVAL LOBAO,2203305
1066,VALPARAISO DE GOIAS,5221858
1067,DOM EXPEDITO LOPES,2203404
1068,VILA PROPICIO,5222302
1069,ELESBAO VELOSO,2203503
1070,CAMPO LIMPO DE GOIAS,5204854
1071,ELISEU MARTINS,2203602
1072,GAMELEIRA DE GOIAS,5208152
1073,ESPERANTINA,2203701
1074,IPIRANGA DE GOIAS,5210158
1075,FLORES DO PIAUI,2203800
1076,LAGOA SANTA,5212253
1077,FLORIANO,2203909
1078,BOM JESUS DO ARAGUAIA,5101852
1079,FRANCINOPOLIS,2204006
1080,COLNIZA,5103254
1081,FRANCISCO AYRES,2204105
1082,CONQUISTA D'OESTE,5103361
1083,FRANCISCO SANTOS,2204204
1084,CURVELANDIA,5103437
1085,FRONTEIRAS,2204303
1086,NOVA NAZARE,5106174
1087,GILBUES,2204402
1088,NOVA SANTA HELENA,5106190
1089,GUADALUPE,2204501
1090,NOVO SANTO ANTONIO,5106315
1091,HUGO NAPOLEAO,2204600
1092,RONDOLANDIA,5107578
1093,INHUMA,2204709
1094,SANTA CRUZ DO XINGU,5107743
1095,IPIRANGA DO PIAUI,2204808
1096,SANTA RITA DO TRIVELATO,5107768
1097,ISAIAS COELHO,2204907
1098,SANTO ANTONIO DO LESTE,5107792
1099,ITAINOPOLIS,2205003
1100,SERRA NOVA DOURADA,5107883
1101,ITAUEIRA,2205102
1102,VALE DE SAO DOMINGOS,5108352
1103,JAICOS,2205201
1104,PAU D'ARCO DO PIAUI,2207793
1105,JERUMENHA,2205300
1107,JOAQUIM PIRES,2205409
1108,JUNDIA,2406155
1109,JOSE DE FREITAS,2205508
1110,BARROCAS,2903276
1111,LANDRI SALES,2205607
1112,LUIS EDUARDO MAGALHAES,2919553
1113,LUIS CORREIA,2205706
1114,GOVERNADOR LINDENBERG,3202256
1115,LUZILANDIA,2205805
1116,MESQUITA,3302858
1117,MANOEL EMIDIO,2205904
1118,ACEGUA,4300034
1119,MARCOS PARENTE,2206001
1120,ALMIRANTE TAMANDARE DO SUL,4300471
1121,MATIAS OLIMPIO,2206100
1122,ARROIO DO PADRE,4301073
1123,MIGUEL ALVES,2206209
1124,BOA VISTA DO CADEADO,4302220
1125,MIGUEL LEAO,2206308
1126,BOA VISTA DO INCRA,4302238
1127,MONSENHOR GIL,2206407
1128,BOZANO,4302584
1129,MONSENHOR HIPOLITO,2206506
1130,CANUDOS DO VALE,4304614
1131,MONTE ALEGRE DO PIAUI,2206605
1132,CAPAO BONITO DO SUL,4304622
1133,NAZARE DO PIAUI,2206704
1134,CAPAO DO CIPO,4304655
1135,NOSSA SENHORA DOS REMEDIOS,2206803
1136,COQUEIRO BAIXO,4305835
1137,NOVO ORIENTE DO PIAUI,2206902
1138,CORONEL PILAR,4305934
1139,OEIRAS,2207009
1140,CRUZALTENSE,4306130
1141,DOMINGOS MOURAO,2203420
1142,FORQUETINHA,4308433
1143,PADRE MARCOS,2207207
1144,ITATI,4310652
1145,PAES LANDIM,2207306
1146,JACUIZINHO,4310876
1147,PALMEIRA DO PIAUI,2207405
1148,LAGOA BONITA DO SUL,4311239
1149,PALMEIRAIS,2207504
1150,MATO QUEIMADO,4312179
1151,PARNAGUA,2207603
1152,NOVO XINGU,4313466
1153,PARNAIBA,2207702
1154,PAULO BENTO,4314134
1155,PAULISTANA,2207801
1156,PEDRAS ALTAS,4314175
1157,PEDRO II,2207900
1158,PINHAL DA SERRA,4314464
1159,PICOS,2208007
1160,PINTO BANDEIRA,4314548
1161,PIMENTEIRAS,2208106
1162,QUATRO IRMAOS,4315313
1163,PIO IX,2208205
1164,ROLADOR,4315958
1165,PIRACURUCA,2208304
1166,SANTA CECILIA DO SUL,4316733
1167,PIRIPIRI,2208403
1168,SANTA MARGARIDA DO SUL,4316972
1169,PORTO,2208502
1170,SAO JOSE DO SUL,4318614
1171,PRATA DO PIAUI,2208601
1172,SAO PEDRO DAS MISSOES,4319364
1173,REDENCAO DO GURGUEIA,2208700
1174,TIO HUGO,4321469
1175,REGENERACAO,2208809
1176,WESTFALIA,4323770
1177,RIBEIRO GONCALVES,2208908
1178,FIGUEIRAO,5003900
1179,RIO GRANDE DO PIAUI,2209005
1180,NAZARIA,2206720
1181,SANTA CRUZ DO PIAUI,2209104
1182,BOA ESPERANCA DO NORTE,5101837
1183,SANTA FILOMENA,2209203
1184,IPIRANGA DO NORTE,5104526
1185,SANTA LUZ,2209302
1186,ITANHANGA,5104542
1187,SANTO ANTONIO DE LISBOA,2209401
1188,AROEIRAS DO ITAIM,2200954
1189,SANTO INACIO DO PIAUI,2209500
1190,MOJUI DOS CAMPOS,1504752
1191,SAO FELIX DO PIAUI,2209609
1192,BALNEARIO RINCAO,4220000
1193,SAO FRANCISCO DO PIAUI,2209708
1194,PESCARIA BRAVA,4212650
1195,SAO GONCALO DO PIAUI,2209807
1196,PARAISO DAS AGUAS,5006275
1197,SAO JOAO DA SERRA,2209906
1199,SAO JOAO DO PIAUI,2210003
1201,SAO JOSE DO PEIXE,2210102
1203,SAO JOSE DO PIAUI,2210201
1205,SAO JULIAO,2210300
1207,SAO MIGUEL DO TAPUIO,2210409
1209,SAO PEDRO DO PIAUI,2210508
1211,SAO RAIMUNDO NONATO,2210607
1213,SIMOES,2210706
1215,SIMPLICIO MENDES,2210805
1217,SOCORRO DO PIAUI,2210904
1219,TERESINA,2211001
1221,UNIAO,2211100
1223,URUCUI,2211209
1225,VALENCA DO PIAUI,2211308
1227,VARZEA GRANDE,2211407
1229,DIRCEU ARCOVERDE,2203354
1231,ACARAPE,2300150
1233,BANABUIU,2301851
1235,BARREIRA,2301950
1237,BARROQUINHA,2302057
1239,CHOROZINHO,2303956
1241,CROATA,2304236
1243,DEPUTADO IRAPUAN PINHEIRO,2304269
1245,ERERE,2304277
1247,EUSEBIO,2304285
1249,GRACA,2304657
1251,GUAIUBA,2304954
1253,HORIZONTE,2305233
1255,IBARETAMA,2305266
1257,IBICUITINGA,2305332
1259,IPAPORANGA,2305654
1261,MADALENA,2307635
1263,MIRAIMA,2308377
1265,OCARA,2309458
1267,PINDORETAMA,2310852
1269,PIRES FERREIRA,2310951
1271,POTIRETAMA,2311231
1273,SALITRE,2311959
1275,TARRAFAS,2313252
1277,TEJUCUOCA,2313351
1279,TURURU,2313559
1281,ARAME,2100956
1283,MIRANDA DO NORTE,2106755
1285,SANTA LUZIA DO PARUA,2110039
1287,ZE DOCA,2114007
1289,DOM INOCENCIO,2203453
1291,SAO JOAO DA CANABRAVA,2209856
1293,PASSAGEM FRANCA DO PIAUI,2207751
1295,SANTA CRUZ DOS MILAGRES,2209153
1297,BURITI DOS MONTES,2202026
1299,CABECEIRAS DO PIAUI,2202059
1301,ABAIARA,2300101
1303,ACARAU,2300200
1305,ACOPIARA,2300309
1307,AIUABA,2300408
1309,ALCANTARAS,2300507
1311,ALTANEIRA,2300606
1313,ALTO SANTO,2300705
1315,ANTONINA DO NORTE,2300804
1317,APUIARES,2300903
1319,AQUIRAZ,2301000
1321,ARACATI,2301109
1323,ARACOIABA,2301208
1325,ARARIPE,2301307
1327,ARATUBA,2301406
1329,ARNEIROZ,2301505
1331,ASSARE,2301604
1333,AURORA,2301703
1335,BAIXIO,2301802
1337,BARBALHA,2301901
1339,BARRO,2302008
1341,BATURITE,2302107
1343,BEBERIBE,2302206
1345,BELA CRUZ,2302305
1347,BOA VIAGEM,2302404
1349,BREJO SANTO,2302503
1351,CAMOCIM,2302602
1353,CAMPOS SALES,2302701
1355,CANINDE,2302800
1357,CAPISTRANO,2302909
1359,CARIDADE,2303006
1361,CARIRE,2303105
1363,CARIRIACU,2303204
1365,CARIUS,2303303
1367,CARNAUBAL,2303402
1369,CASCAVEL,2303501
1371,CATARINA,2303600
1373,CAUCAIA,2303709
1375,CEDRO,2303808
1377,CHAVAL,2303907
1379,SIGEFREDO PACHECO,2210656
1381,COREAU,2304004
1383,CRATEUS,2304103
1385,CRATO,2304202
1387,FARIAS BRITO,2304301
1389,FORTALEZA,2304400
1391,FRECHEIRINHA,2304509
1393,GENERAL SAMPAIO,2304608
1395,GRANJA,2304707
1397,GRANJEIRO,2304806
1399,GROAIRAS,2304905
1401,GUARACIABA DO NORTE,2305001
1403,GUARAMIRANGA,2305100
1405,HIDROLANDIA,2305209
1407,IBIAPINA,2305308
1409,ICO,2305407
1411,IGUATU,2305506
1413,INDEPENDENCIA,2305605
1415,IPAUMIRIM,2305704
1417,IPU,2305803
1419,IPUEIRAS,2305902
1421,IRACEMA,2306009
1423,IRAUCUBA,2306108
1425,ITAICABA,2306207
1427,ITAPAJE,2306306
1429,ITAPIPOCA,2306405
1431,ITAPIUNA,2306504
1433,ITATIRA,2306603
1435,JAGUARETAMA,2306702
1437,JAGUARIBARA,2306801
1439,JAGUARIBE,2306900
1441,JAGUARUANA,2307007
1443,JARDIM,2307106
1445,JATI,2307205
1447,JUAZEIRO DO NORTE,2307304
1449,JUCAS,2307403
1451,LAVRAS DA MANGABEIRA,2307502
1453,LIMOEIRO DO NORTE,2307601
1455,MARANGUAPE,2307700
1457,MARCO,2307809
1459,MARTINOPOLE,2307908
1461,MASSAPE,2308005
1463,MAURITI,2308104
1465,MERUOCA,2308203
1467,MILAGRES,2308302
1469,MISSAO VELHA,2308401
1471,MOMBACA,2308500
1473,MONSENHOR TABOSA,2308609
1475,MORADA NOVA,2308708
1477,MORAUJO,2308807
1479,MORRINHOS,2308906
1481,MUCAMBO,2309003
1483,MULUNGU,2309102
1485,NOVA OLINDA,2309201
1487,NOVA RUSSAS,2309300
1489,NOVO ORIENTE,2309409
1491,OROS,2309508
1493,PACAJUS,2309607
1495,PACATUBA,2309706
1497,PACOTI,2309805
1499,PACUJA,2309904
1501,PALHANO,2310001
1503,PALMACIA,2310100
1505,PARACURU,2310209
1507,PARAMBU,2310308
1509,PARAMOTI,2310407
1511,PEDRA BRANCA,2310506
1513,PENAFORTE,2310605
1515,PENTECOSTE,2310704
1517,PEREIRO,2310803
1519,PIQUET CARNEIRO,2310902
1521,PORANGA,2311009
1523,PORTEIRAS,2311108
1525,POTENGI,2311207
1527,QUIXADA,2311306
1529,QUIXERAMOBIM,2311405
1531,QUIXERE,2311504
1533,REDENCAO,2311603
1535,RERIUTABA,2311702
1537,RUSSAS,2311801
1539,SABOEIRO,2311900
1541,SANTANA DO ACARAU,2312007
1543,SANTANA DO CARIRI,2312106
1545,SANTA QUITERIA,2312205
1547,SAO BENEDITO,2312304
1549,SAO GONCALO DO AMARANTE,2312403
1551,SAO JOAO DO JAGUARIBE,2312502
1553,SAO LUIS DO CURU,2312601
1555,SENADOR POMPEU,2312700
1557,SENADOR SA,2312809
1559,SOBRAL,2312908
1561,SOLONOPOLE,2313005
1563,TABULEIRO DO NORTE,2313104
1565,TAMBORIL,2313203
1567,TAUA,2313302
1569,TIANGUA,2313401
1571,TRAIRI,2313500
1573,UBAJARA,2313609
1575,UMARI,2313708
1577,URUBURETAMA,2313807
1579,URUOCA,2313906
1581,VARZEA ALEGRE,2314003
1583,VICOSA DO CEARA,2314102
1585,MARACANAU,2307650
1587,AMONTADA,2300754
1589,CRUZ,2304251
1591,FORQUILHA,2304350
1593,ICAPUI,2305357
1595,ITAREMA,2306553
1597,MILHA,2308351
1599,PARAIPABA,2310258
1601,ACARI,2400109
1603,ASSU,2400208
1605,AFONSO BEZERRA,2400307
1607,AGUA NOVA,2400406
1609,ALEXANDRIA,2400505
1611,ALMINO AFONSO,2400604
1613,ALTO DO RODRIGUES,2400703
1615,ANGICOS,2400802
1617,ANTONIO MARTINS,2400901
1619,APODI,2401008
1621,AREIA BRANCA,2401107
1623,ARES,2401206
1625,CAMPO GRANDE,2401305
1627,BAIA FORMOSA,2401404
1629,BARCELONA,2401503
1631,BENTO FERNANDES,2401602
1633,BOM JESUS,2401701
1635,BREJINHO,2401800
1637,CAICARA DO RIO DO VENTO,2401909
1639,CAICO,2402006
1641,CAMPO REDONDO,2402105
1643,CANGUARETAMA,2402204
1645,CARAUBAS,2402303
1647,CARNAUBA DOS DANTAS,2402402
1649,CARNAUBAIS,2402501
1651,CEARA-MIRIM,2402600
1653,CERRO CORA,2402709
1655,CORONEL EZEQUIEL,2402808
1657,CORONEL JOAO PESSOA,2402907
1659,CRUZETA,2403004
1661,CURRAIS NOVOS,2403103
1663,DOUTOR SEVERIANO,2403202
1665,ENCANTO,2403301
1667,EQUADOR,2403400
1669,ESPIRITO SANTO,2403509
1671,EXTREMOZ,2403608
1673,FELIPE GUERRA,2403707
1675,FLORANIA,2403806
1677,FRANCISCO DANTAS,2403905
1679,GALINHOS,2404101
1681,GOIANINHA,2404200
1683,GOVERNADOR DIX-SEPT ROSADO,2404309
1685,GROSSOS,2404408
1687,GUAMARE,2404507
1689,IELMO MARINHO,2404606
1691,IPANGUACU,2404705
1693,IPUEIRA,2404804
1695,ITAU,2404903
1697,JACANA,2405009
1699,JANDAIRA,2405108
1701,JANDUIS,2405207
1703,BOA SAUDE,2405306
1705,JAPI,2405405
1707,JARDIM DE ANGICOS,2405504
1709,JARDIM DE PIRANHAS,2405603
1711,JARDIM DO SERIDO,2405702
1713,JOAO CAMARA,2405801
1715,JOAO DIAS,2405900
1717,JOSE DA PENHA,2406007
1719,JUCURUTU,2406106
1721,MESSIAS TARGINO,2407609
1723,LAGOA D'ANTA,2406205
1725,LAGOA DE PEDRAS,2406304
1727,LAGOA DE VELHOS,2406403
1729,LAGOA NOVA,2406502
1731,LAGOA SALGADA,2406601
1733,LAJES,2406700
1735,LAJES PINTADAS,2406809
1737,LUCRECIA,2406908
1739,LUIS GOMES,2407005
1741,MACAIBA,2407104
1743,MACAU,2407203
1745,MARCELINO VIEIRA,2407302
1747,MARTINS,2407401
1749,MAXARANGUAPE,2407500
1751,FRUTUOSO GOMES,2404002
1753,MONTANHAS,2407708
1755,MONTE ALEGRE,2407807
1757,MONTE DAS GAMELEIRAS,2407906
1759,MOSSORO,2408003
1761,NATAL,2408102
1763,NISIA FLORESTA,2408201
1765,NOVA CRUZ,2408300
1767,OLHO D'AGUA DO BORGES,2408409
1769,OURO BRANCO,2408508
1771,PARANA,2408607
1773,PARAU,2408706
1775,PARAZINHO,2408805
1777,PARELHAS,2408904
1779,PARNAMIRIM,2403251
1781,PASSA E FICA,2409100
1783,PASSAGEM,2409209
1785,PATU,2409308
1787,PAU DOS FERROS,2409407
1789,PEDRA GRANDE,2409506
1791,PEDRA PRETA,2409605
1793,PEDRO AVELINO,2409704
1795,PEDRO VELHO,2409803
1797,PENDENCIAS,2409902
1799,PILOES,2410009
1801,POCO BRANCO,2410108
1803,PORTALEGRE,2410207
1805,SERRA CAIADA,2410306
1807,PUREZA,2410405
1809,RAFAEL FERNANDES,2410504
1811,RIACHO DA CRUZ,2410702
1813,RIACHO DE SANTANA,2410801
1815,RIACHUELO,2410900
1817,RODOLFO FERNANDES,2411007
1819,RUY BARBOSA,2411106
1821,SAO FRANCISCO DO OESTE,2411908
1823,SANTA CRUZ,2411205
1825,SANTANA DO SERIDO,2411429
1827,SANTANA DO MATOS,2411403
1829,SANTO ANTONIO,2411502
1831,SAO BENTO DO NORTE,2411601
1833,SAO BENTO DO TRAIRI,2411700
1835,SAO FERNANDO,2411809
1837,SAO GONCALO DO AMARANTE,2412005
1839,SAO JOAO DO SABUGI,2412104
1841,SAO JOSE DE MIPIBU,2412203
1843,SAO JOSE DO CAMPESTRE,2412302
1845,SAO JOSE DO SERIDO,2412401
1847,SAO MIGUEL,2412500
1849,SAO PAULO DO POTENGI,2412609
1851,SAO PEDRO,2412708
1853,SAO RAFAEL,2412807
1855,SAO TOME,2412906
1857,SAO VICENTE,2413003
1859,SENADOR ELOI DE SOUZA,2413102
1861,SENADOR GEORGINO AVELINO,2413201
1863,SERRA DE SAO BENTO,2413300
1865,SERRA NEGRA DO NORTE,2413409
1867,SERRINHA,2413508
1869,SEVERIANO MELO,2413607
1871,SITIO NOVO,2413706
1873,TABOLEIRO GRANDE,2413805
1875,TAIPU,2413904
1877,TANGARA,2414001
1879,TENENTE ANANIAS,2414100
1881,TIBAU DO SUL,2414209
1883,TIMBAUBA DOS BATISTAS,2414308
1885,TOUROS,2414407
1887,UMARIZAL,2414506
1889,UPANEMA,2414605
1891,VARZEA,2414704
1893,RAFAEL GODEIRO,2410603
1895,VERA CRUZ,2414803
1897,VICOSA,2414902
1899,VILA FLOR,2415008
1901,AGUA BRANCA,2500106
1903,AGUIAR,2500205
1905,ALAGOA GRANDE,2500304
1907,ALAGOA NOVA,2500403
1909,ALAGOINHA,2500502
1911,ALHANDRA,2500601
1913,SAO JOAO DO RIO DO PEIXE,2500700
1915,ARACAGI,2500809
1917,ARARA,2500908
1919,ARARUNA,2501005
1921,AREIA,2501104
1923,AREIAL,2501203
1925,AROEIRAS,2501302
1927,SERRA DO MEL,2413359
1929,BAIA DA TRAICAO,2501401
1931,BANANEIRAS,2501500
1933,BARRA DE SANTA ROSA,2501609
1935,BARRA DE SAO MIGUEL,2501708
1937,BAYEUX,2501807
1939,BELEM,2501906
1941,BELEM DO BREJO DO CRUZ,2502003
1943,BOA VENTURA,2502102
1945,BOM JESUS,2502201
1947,BOM SUCESSO,2502300
1949,BONITO DE SANTA FE,2502409
1951,BOQUEIRAO,2502508
1953,IGARACY,2502607
1955,BORBOREMA,2502706
1957,BREJO DO CRUZ,2502805
1959,BREJO DOS SANTOS,2502904
1961,CAAPORA,2503001
1963,CABACEIRAS,2503100
1965,CABEDELO,2503209
1967,CACHOEIRA DOS INDIOS,2503308
1969,CACIMBA DE AREIA,2503407
1971,CACIMBA DE DENTRO,2503506
1973,CAICARA,2503605
1975,CAJAZEIRAS,2503704
1977,CALDAS BRANDAO,2503803
1979,CAMALAU,2503902
1981,CAMPINA GRANDE,2504009
1983,CARRAPATEIRA,2504108
1985,CATINGUEIRA,2504207
1987,CATOLE DO ROCHA,2504306
1989,CONCEICAO,2504405
1991,CONDADO,2504504
1993,CONDE,2504603
1995,CONGO,2504702
1997,COREMAS,2504801
1999,CRUZ DO ESPIRITO SANTO,2504900
2001,CUBATI,2505006
2003,CUITE,2505105
2005,CUITEGI,2505204
2007,CURRAL VELHO,2505303
2009,DESTERRO,2505402
2011,VISTA SERRANA,2505501
2013,DIAMANTE,2505600
2015,DONA INES,2505709
2017,DUAS ESTRADAS,2505808
2019,EMAS,2505907
2021,ESPERANCA,2506004
2023,FAGUNDES,2506103
2025,FREI MARTINHO,2506202
2027,GUARABIRA,2506301
2029,GURINHEM,2506400
2031,GURJAO,2506509
2033,IBIARA,2506608
2035,IMACULADA,2506707
2037,INGA,2506806
2039,ITABAIANA,2506905
2041,ITAPORANGA,2507002
2043,ITAPOROROCA,2507101
2045,ITATUBA,2507200
2047,JACARAU,2507309
2049,JERICO,2507408
2051,JOAO PESSOA,2507507
2053,JUAREZ TAVORA,2507606
2055,JUAZEIRINHO,2507705
2057,JUNCO DO SERIDO,2507804
2059,JURIPIRANGA,2507903
2061,JURU,2508000
2063,LAGOA,2508109
2065,LAGOA DE DENTRO,2508208
2067,LAGOA SECA,2508307
2069,LASTRO,2508406
2071,LIVRAMENTO,2508505
2073,LUCENA,2508604
